id,city_id,city_name,state,clinical,clinical_sus,icu,icu_sus,kind,organization
2340720,521880,Rio Verde,GO,8,8,0,0,HOSPITAL ESPECIALIZADO,ASSOCIACAO PRIVADA
2340747,521880,Rio Verde,GO,3,0,0,0,HOSPITAL ESPECIALIZADO,SOCIEDADE EMPRESARIA LIMITADA
2340992,150140,Belém,PA,99,99,35,19,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2341093,520280,Avelinópolis,GO,11,11,0,0,HOSPITAL GERAL,MUNICIPIO
2341204,250700,Itaporanga,PB,36,36,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2341727,250290,Brejo dos Santos,PB,16,16,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2341808,251280,Riacho dos Cavalos,PB,8,8,0,0,UNIDADE MISTA,MUNICIPIO
2342073,520060,Alto Paraíso de Goiás,GO,15,15,0,0,HOSPITAL GERAL,MUNICIPIO
2342170,250320,Cabedelo,PB,24,24,0,0,HOSPITAL GERAL,MUNICIPIO
2342642,250510,Cuité,PB,57,57,0,0,HOSPITAL GERAL,MUNICIPIO
2342715,250280,Brejo do Cruz,PB,17,17,0,0,HOSPITAL GERAL,MUNICIPIO
2342820,250620,Frei Martinho,PB,18,18,0,0,UNIDADE MISTA,MUNICIPIO
2342960,250990,Natuba,PB,14,14,0,0,HOSPITAL GERAL,MUNICIPIO
2343177,250500,Cubati,PB,16,16,0,0,HOSPITAL GERAL,MUNICIPIO
2343185,520995,Indiara,GO,16,16,1,1,HOSPITAL GERAL,MUNICIPIO
2343207,251010,Nova Floresta,PB,19,19,0,0,UNIDADE MISTA,MUNICIPIO
2343509,520050,Aloândia,GO,11,11,0,0,HOSPITAL GERAL,MUNICIPIO
2343525,520890,Goiás,GO,39,39,10,10,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2343738,260940,Moreno,PE,67,67,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2343894,261620,Vertentes,PE,8,8,0,0,UNIDADE MISTA,MUNICIPIO
2344033,261320,São João,PE,17,17,0,0,HOSPITAL GERAL,MUNICIPIO
2344246,260190,Bezerros,PE,12,12,0,0,HOSPITAL GERAL,MUNICIPIO
2344254,260190,Bezerros,PE,118,87,10,10,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2344289,261250,Santa Cruz do Capibaribe,PE,58,58,0,0,HOSPITAL GERAL,MUNICIPIO
2344408,260450,Chã Grande,PE,32,32,0,0,HOSPITAL GERAL,MUNICIPIO
2344491,261170,Riacho das Almas,PE,25,25,1,1,UNIDADE MISTA,MUNICIPIO
2344807,260960,Olinda,PE,85,0,97,0,HOSPITAL GERAL,SOCIEDADE ANONIMA FECHADA
2344866,260960,Olinda,PE,168,65,0,0,HOSPITAL ESPECIALIZADO,SOCIEDADE EMPRESARIA LIMITADA
2344882,260960,Olinda,PE,166,150,20,20,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2345196,260960,Olinda,PE,0,0,0,0,HOSPITAL/DIA - ISOLADO,SOCIEDADE EMPRESARIA LIMITADA
2345374,260200,Bodocó,PE,11,11,0,0,HOSPITAL GERAL,MUNICIPIO
2345889,260410,Caruaru,PE,14,0,2,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2346621,261530,Timbaúba,PE,119,95,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2346826,260840,Jurema,PE,14,14,0,0,UNIDADE MISTA,MUNICIPIO
2346850,260670,Ibirajuba,PE,13,13,0,0,UNIDADE MISTA,MUNICIPIO
2346869,260380,Capoeiras,PE,20,20,0,0,HOSPITAL GERAL,MUNICIPIO
2347199,260760,Ilha de Itamaracá,PE,10,10,0,0,UNIDADE MISTA,MUNICIPIO
2347342,260680,Igarassu,PE,82,82,0,0,HOSPITAL ESPECIALIZADO,FUNDACAO ESTADUAL OU DO DISTRITO FEDERAL
2348489,261390,Serra Talhada,PE,62,62,2,2,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2348497,261460,Tabira,PE,30,30,0,0,HOSPITAL GERAL,MUNICIPIO
2348713,260340,Calumbi,PE,13,13,0,0,UNIDADE MISTA,MUNICIPIO
2349205,261070,Paulista,PE,15,15,0,0,HOSPITAL GERAL,MUNICIPIO
2349361,260805,Jatobá,PE,19,19,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2349566,261400,Serrita,PE,26,26,0,0,HOSPITAL GERAL,MUNICIPIO
2349574,260160,Belém de São Francisco,PE,24,24,4,4,HOSPITAL GERAL,MUNICIPIO
2349728,261550,Tracunhaém,PE,7,7,0,0,UNIDADE MISTA,MUNICIPIO
2349906,261120,Poção,PE,6,6,0,0,UNIDADE MISTA,MUNICIPIO
2350246,260490,Cumaru,PE,13,13,0,0,UNIDADE MISTA,MUNICIPIO
2350289,260515,Dormentes,PE,23,23,0,0,HOSPITAL GERAL,MUNICIPIO
2351048,260330,Calçado,PE,8,8,0,0,UNIDADE MISTA,MUNICIPIO
2351633,261390,Serra Talhada,PE,54,22,11,10,HOSPITAL GERAL,SOCIEDADE SIMPLES LIMITADA
2351668,261390,Serra Talhada,PE,30,30,0,0,PRONTO SOCORRO GERAL,SOCIEDADE SIMPLES LIMITADA
2351994,260410,Caruaru,PE,35,35,32,26,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2352133,261300,São Bento do Una,PE,38,38,0,0,HOSPITAL GERAL,MUNICIPIO
2352516,261160,Recife,PE,147,6,39,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2352524,260240,Brejão,PE,10,10,0,0,HOSPITAL GERAL,MUNICIPIO
2352559,260765,Itambé,PE,34,34,0,0,HOSPITAL GERAL,MUNICIPIO
2352575,260910,Machados,PE,7,7,0,0,HOSPITAL GERAL,MUNICIPIO
2352761,260430,Cedro,PE,14,14,0,0,UNIDADE MISTA,MUNICIPIO
2353296,261480,Tacaratu,PE,13,13,0,0,UNIDADE MISTA,MUNICIPIO
2353954,260870,Lagoa dos Gatos,PE,13,13,0,0,HOSPITAL GERAL,MUNICIPIO
2354209,260550,Ferreiros,PE,7,7,4,4,UNIDADE MISTA,MUNICIPIO
2354454,261380,São Vicente Ferrer,PE,26,26,0,0,UNIDADE MISTA,MUNICIPIO
2354551,261450,Surubim,PE,160,157,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2354845,260500,Cupira,PE,14,14,0,0,HOSPITAL GERAL,MUNICIPIO
2354888,261160,Recife,PE,4,2,0,0,HOSPITAL ESPECIALIZADO,SOCIEDADE EMPRESARIA LIMITADA
2354942,261160,Recife,PE,2,2,0,0,HOSPITAL ESPECIALIZADO,SOCIEDADE EMPRESARIA LIMITADA
2355841,260470,Correntes,PE,20,20,0,0,HOSPITAL GERAL,MUNICIPIO
2355906,261160,Recife,PE,80,4,46,3,HOSPITAL GERAL,SOCIEDADE ANONIMA FECHADA
2355922,261160,Recife,PE,4,0,0,0,HOSPITAL ESPECIALIZADO,SOCIEDADE EMPRESARIA LIMITADA
2356279,260040,Água Preta,PE,42,42,0,0,UNIDADE MISTA,MUNICIPIO
2356287,261220,Salgueiro,PE,90,90,6,6,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2356430,261150,Quipapá,PE,38,38,0,0,HOSPITAL GERAL,MUNICIPIO
2356449,261140,Primavera,PE,0,0,0,0,UNIDADE MISTA,MUNICIPIO
2356805,250750,João Pessoa,PB,0,0,0,0,HOSPITAL ESPECIALIZADO,SOCIEDADE EMPRESARIA LIMITADA
2357399,250750,João Pessoa,PB,2,1,0,0,HOSPITAL/DIA - ISOLADO,SOCIEDADE EMPRESARIA LIMITADA
2357445,251530,Sapé,PB,72,72,0,0,HOSPITAL GERAL,MUNICIPIO
2357615,250750,João Pessoa,PB,2,0,0,0,HOSPITAL ESPECIALIZADO,EMPRESARIO (INDIVIDUAL)
2357631,251420,São José da Lagoa Tapada,PB,3,3,0,0,UNIDADE MISTA,MUNICIPIO
2357658,250060,Alhandra,PB,8,8,0,0,HOSPITAL GERAL,MUNICIPIO
2358697,520140,Aparecida de Goiânia,GO,20,20,0,0,UNIDADE MISTA,SOCIEDADE EMPRESARIA LIMITADA
2359693,171360,Monte do Carmo,TO,4,4,0,0,HOSPITAL GERAL,MUNICIPIO
2360411,150800,Tomé-Açu,PA,43,43,0,0,HOSPITAL GERAL,MUNICIPIO
2360470,521850,Quirinópolis,GO,39,39,13,2,HOSPITAL GERAL,MUNICIPIO
2360888,221100,Teresina,PI,26,19,0,0,HOSPITAL ESPECIALIZADO,SOCIEDADE EMPRESARIA LIMITADA
2360926,221100,Teresina,PI,14,10,0,0,HOSPITAL ESPECIALIZADO,SOCIEDADE SIMPLES LIMITADA
2360969,221100,Teresina,PI,32,0,7,0,HOSPITAL ESPECIALIZADO,SOCIEDADE ANONIMA FECHADA
2361027,500793,Sonora,MS,17,8,0,0,HOSPITAL GERAL,FUNDACAO PRIVADA
2361078,240890,Parelhas,RN,22,19,0,0,UNIDADE MISTA,ASSOCIACAO PRIVADA
2361167,410690,Curitiba,PR,54,0,10,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2361396,520660,Cumari,GO,12,12,0,0,HOSPITAL GERAL,MUNICIPIO
2361477,520800,Formosa,GO,23,0,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2361507,520017,Água Fria de Goiás,GO,12,12,0,0,UNIDADE MISTA,MUNICIPIO
2361701,520180,Aragoiânia,GO,9,9,0,0,PRONTO SOCORRO GERAL,MUNICIPIO
2361736,520160,Araçu,GO,14,14,0,0,HOSPITAL GERAL,MUNICIPIO
2361744,520110,Anápolis,GO,40,40,9,9,HOSPITAL GERAL,MUNICIPIO
2361779,520110,Anápolis,GO,200,100,0,0,HOSPITAL ESPECIALIZADO,ASSOCIACAO PRIVADA
2361787,520110,Anápolis,GO,126,82,42,38,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2361868,520551,Cocalzinho de Goiás,GO,18,18,1,1,PRONTO SOCORRO GERAL,MUNICIPIO
2361949,521180,Jaraguá,GO,42,42,1,1,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2362112,251690,Uiraúna,PB,17,17,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2362260,250400,Campina Grande,PB,2,2,0,0,UNIDADE MISTA,MUNICIPIO
2362287,250400,Campina Grande,PB,30,30,30,30,HOSPITAL ESPECIALIZADO,MUNICIPIO
2362821,250400,Campina Grande,PB,81,41,30,28,HOSPITAL GERAL,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESARIA)
2362848,250400,Campina Grande,PB,125,28,30,14,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2362856,250400,Campina Grande,PB,250,250,47,36,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2362880,250400,Campina Grande,PB,78,78,22,22,HOSPITAL GERAL,MUNICIPIO
2363054,250400,Campina Grande,PB,5,4,0,0,HOSPITAL/DIA - ISOLADO,SOCIEDADE EMPRESARIA LIMITADA
2363070,250400,Campina Grande,PB,102,102,11,11,HOSPITAL GERAL,MUNICIPIO
2363178,250400,Campina Grande,PB,2,2,0,0,HOSPITAL/DIA - ISOLADO,SOCIEDADE EMPRESARIA LIMITADA
2363194,250400,Campina Grande,PB,5,5,0,0,HOSPITAL/DIA - ISOLADO,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESARIA)
2363682,251120,Pedras de Fogo,PB,38,38,5,5,HOSPITAL GERAL,MUNICIPIO
2364018,251150,Pilar,PB,15,14,0,0,HOSPITAL GERAL,MUNICIPIO
2364336,251540,Seridó,PB,20,20,0,0,UNIDADE MISTA,MUNICIPIO
2364794,220810,Pimenteiras,PI,12,12,0,0,UNIDADE MISTA,MUNICIPIO
2364816,220190,Bom Jesus,PI,38,38,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2364824,220350,Elesbão Veloso,PI,28,28,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2364875,220690,Novo Oriente do Piauí,PI,8,8,0,0,UNIDADE MISTA,MUNICIPIO
2364883,220050,Amarante,PI,42,42,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2364891,220680,Nossa Senhora dos Remédios,PI,9,9,0,0,UNIDADE MISTA,MUNICIPIO
2364905,220910,Santa Cruz do Piauí,PI,7,7,0,0,UNIDADE MISTA,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2364913,220780,Paulistana,PI,21,21,2,2,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2364948,220910,Santa Cruz do Piauí,PI,8,7,0,0,HOSPITAL GERAL,SOCIEDADE SIMPLES LIMITADA
2364972,220570,Luís Correia,PI,43,43,0,0,HOSPITAL GERAL,MUNICIPIO
2364999,220260,Castelo do Piauí,PI,29,29,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2365006,220220,Campo maior,PI,35,35,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2365014,220870,Redenção do Gurguéia,PI,15,15,0,0,UNIDADE MISTA,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2365022,220780,Paulistana,PI,34,31,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2365057,220150,Batalha,PI,20,20,0,0,UNIDADE MISTA,MUNICIPIO
2365081,221010,São José do Peixe,PI,6,6,0,0,UNIDADE MISTA,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2365103,221080,Simplício Mendes,PI,22,22,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2365146,220390,Floriano,PI,133,133,20,20,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2365154,220770,Parnaíba,PI,98,96,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2365227,221030,São Julião,PI,13,13,0,0,UNIDADE MISTA,MUNICIPIO
2365235,221070,Simões,PI,13,13,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2365243,220770,Parnaíba,PI,52,32,12,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2365251,220450,Guadalupe,PI,22,22,0,0,UNIDADE MISTA,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2365278,220360,Eliseu Martins,PI,8,8,0,0,UNIDADE MISTA,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2365359,220220,Campo maior,PI,49,49,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2365375,220520,Jaicós,PI,32,28,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2365383,221000,São João do Piauí,PI,47,47,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2365391,220830,Piracuruca,PI,47,47,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2365480,220320,Curimatá,PI,26,26,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2365499,221060,São Raimundo Nonato,PI,87,87,1,1,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2367378,220670,Nazaré do Piauí,PI,6,6,0,0,UNIDADE MISTA,EMPRESA PUBLICA
2368927,220553,Jurema,PI,13,13,0,0,UNIDADE MISTA,MUNICIPIO
2369923,110070,Campo Novo de Rondônia,RO,18,18,0,0,UNIDADE MISTA,MUNICIPIO
2370328,170900,Goiatins,TO,8,8,0,0,HOSPITAL GERAL,MUNICIPIO
2370344,172120,Tocantinópolis,TO,33,33,0,0,HOSPITAL GERAL,MUNICIPIO
2370794,170720,Dois Irmãos do Tocantins,TO,9,9,0,0,UNIDADE MISTA,MUNICIPIO
2370816,500790,Sidrolândia,MS,35,23,5,5,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2371065,500230,Brasilândia,MS,15,8,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2371138,500150,Bandeirantes,MS,10,10,0,0,UNIDADE MISTA,MUNICIPIO
2371197,500470,Ivinhema,MS,25,25,1,1,HOSPITAL GERAL,MUNICIPIO
2371243,500620,Nova Andradina,MS,48,48,12,2,HOSPITAL GERAL,FUNDACAO PUBLICA DE DIREITO PRIVADO MUNICIPAL
2371324,500370,Dourados,MS,17,0,7,0,HOSPITAL ESPECIALIZADO,SOCIEDADE EMPRESARIA LIMITADA
2371332,500370,Dourados,MS,53,53,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2371367,521290,Marzagão,GO,19,19,0,0,HOSPITAL GERAL,MUNICIPIO
2371375,500370,Dourados,MS,110,39,17,10,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2371618,500020,Água Clara,MS,13,13,0,0,HOSPITAL GERAL,MUNICIPIO
2371707,240800,Mossoró,RN,132,131,52,20,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2371782,500190,Bataguassu,MS,27,11,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2371847,231000,Palhano,CE,6,6,0,0,HOSPITAL GERAL,MUNICIPIO
2372150,230765,Maracanaú,CE,74,74,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2372193,230765,Maracanaú,CE,1,1,0,0,HOSPITAL ESPECIALIZADO,SOCIEDADE EMPRESARIA LIMITADA
2372207,230765,Maracanaú,CE,56,45,0,0,HOSPITAL GERAL,SOCIEDADE ANONIMA FECHADA
2372460,231195,Salitre,CE,12,12,0,0,HOSPITAL GERAL,MUNICIPIO
2372479,230430,Farias Brito,CE,31,31,0,0,HOSPITAL GERAL,MUNICIPIO
2372487,230130,Araripe,CE,32,32,2,2,HOSPITAL GERAL,MUNICIPIO
2372495,231120,Potengi,CE,12,12,0,0,UNIDADE MISTA,MUNICIPIO
2372509,230060,Altaneira,CE,16,16,0,0,HOSPITAL GERAL,MUNICIPIO
2372517,230270,Campos Sales,CE,76,76,0,0,HOSPITAL GERAL,MUNICIPIO
2372568,230445,Fortim,CE,10,10,0,0,HOSPITAL GERAL,MUNICIPIO
2372622,230600,Iracema,CE,25,25,2,2,HOSPITAL GERAL,MUNICIPIO
2372673,230620,Itaiçaba,CE,15,15,0,0,UNIDADE MISTA,MUNICIPIO
2372819,230220,Beberibe,CE,19,19,0,0,HOSPITAL GERAL,MUNICIPIO
2372967,230110,Aracati,CE,42,42,1,1,HOSPITAL GERAL,MUNICIPIO
2373009,230110,Aracati,CE,28,24,7,6,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2373270,230970,Pacatuba,CE,16,16,0,0,HOSPITAL GERAL,MUNICIPIO
2373475,230195,Barreira,CE,19,19,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2373971,230440,Fortaleza,CE,72,72,0,0,HOSPITAL ESPECIALIZADO,ASSOCIACAO PRIVADA
2374064,230690,Jaguaribe,CE,22,22,0,0,HOSPITAL GERAL,MUNICIPIO
2374226,500430,Iguatemi,MS,31,27,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2374366,500515,Juti,MS,8,8,0,0,HOSPITAL GERAL,MUNICIPIO
2374439,500740,Rio Verde de Mato Grosso,MS,26,26,0,0,HOSPITAL GERAL,MUNICIPIO
2374501,241420,Tibau do Sul,RN,12,12,0,0,UNIDADE MISTA,MUNICIPIO
2374579,240780,Monte Alegre,RN,15,15,0,0,UNIDADE MISTA,MUNICIPIO
2374749,240830,Nova Cruz,RN,26,26,0,0,HOSPITAL GERAL,MUNICIPIO
2374757,240420,Goianinha,RN,10,10,0,0,HOSPITAL GERAL,MUNICIPIO
2375109,240980,Pedro Velho,RN,8,8,0,0,UNIDADE MISTA,MUNICIPIO
2375206,240180,Brejinho,RN,11,11,0,0,HOSPITAL GERAL,MUNICIPIO
2375249,241480,Vera Cruz,RN,9,9,0,0,UNIDADE MISTA,MUNICIPIO
2375265,241150,Santo Antônio,RN,28,28,0,0,HOSPITAL GERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2375494,240890,Parelhas,RN,22,22,0,0,UNIDADE MISTA,MUNICIPIO
2375680,500290,Cassilândia,MS,26,26,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2375761,500290,Cassilândia,MS,21,0,0,0,HOSPITAL GERAL,SOCIEDADE SIMPLES LIMITADA
2375826,500325,Costa Rica,MS,44,34,1,1,HOSPITAL GERAL,FUNDACAO PRIVADA
2375850,500630,Paranaíba,MS,80,58,3,2,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2375885,500630,Paranaíba,MS,55,40,0,0,HOSPITAL ESPECIALIZADO,ASSOCIACAO PRIVADA
2375958,500755,Santa Rita do Pardo,MS,7,7,3,3,UNIDADE MISTA,MUNICIPIO
2375966,500348,Dois Irmãos do Buriti,MS,17,17,1,1,UNIDADE MISTA,MUNICIPIO
2375990,500215,Bodoquena,MS,6,6,0,0,HOSPITAL GERAL,MUNICIPIO
2376075,500750,Rochedo,MS,7,7,0,0,UNIDADE MISTA,MUNICIPIO
2376091,500240,Caarapó,MS,27,15,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2376261,500375,Eldorado,MS,26,0,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2376288,500375,Eldorado,MS,1,1,0,0,UNIDADE MISTA,MUNICIPIO
2376334,500320,Corumbá,MS,141,114,10,7,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2376458,500210,Bela Vista,MS,25,22,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2376474,500220,Bonito,MS,22,22,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2376547,500797,Taquarussu,MS,3,3,0,0,UNIDADE MISTA,MUNICIPIO
2376598,500085,Angélica,MS,23,5,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2376652,500080,Anaurilândia,MS,9,6,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2376776,500315,Coronel Sapucaia,MS,6,6,0,0,HOSPITAL GERAL,MUNICIPIO
2376806,500090,Antônio João,MS,5,5,0,0,HOSPITAL GERAL,MUNICIPIO
2376873,500795,Tacuru,MS,7,7,0,0,HOSPITAL GERAL,MUNICIPIO
2376946,500640,Pedro Gomes,MS,20,20,0,0,HOSPITAL GERAL,MUNICIPIO
2377187,421920,Vidal Ramos,SC,18,17,1,1,HOSPITAL GERAL,FUNDACAO PRIVADA
2377225,421370,Pouso Redondo,SC,32,28,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2377330,421400,Presidente Getúlio,SC,40,38,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2377373,421860,Trombudo Central,SC,67,67,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2377462,421450,Rio do Campo,SC,26,25,2,2,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2377616,421780,Taió,SC,33,31,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2377632,421530,Salete,SC,29,29,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2377659,421935,Vitor Meireles,SC,14,13,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2377829,420850,Ituporanga,SC,44,39,10,10,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2378000,421270,Petrolândia,SC,16,14,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2378108,421100,Mondaí,SC,44,37,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2378116,420640,Guaraciaba,SC,30,26,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2378140,421875,Tunápolis,SC,45,37,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2378167,421625,São João do Oeste,SC,26,18,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2378175,420660,Guarujá do Sul,SC,17,14,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2378183,420765,Iporã do Oeste,SC,29,25,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2378213,421200,Palma Sola,SC,30,25,1,1,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2378809,421670,São José do Cedro,SC,27,24,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2378876,420490,Descanso,SC,31,27,1,1,HOSPITAL GERAL,FUNDACAO PRIVADA
2379163,421220,Papanduva,SC,29,26,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2379333,421010,Mafra,SC,83,63,24,21,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2379341,421010,Mafra,SC,7,7,13,9,HOSPITAL ESPECIALIZADO,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL
2379627,421480,Rio do Sul,SC,103,63,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2379767,420360,Campos Novos,SC,86,67,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2379953,420680,Ibicaré,SC,30,0,0,0,HOSPITAL ESPECIALIZADO,ASSOCIACAO PRIVADA
2380129,421790,Tangará,SC,26,16,0,0,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2380188,420040,Água Doce,SC,25,20,1,1,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2380242,421105,Monte Carlo,SC,12,12,1,1,UNIDADE MISTA,MUNICIPIO
2380331,420390,Capinzal,SC,51,42,0,0,HOSPITAL GERAL,ASSOCIACAO PRIVADA
2380382,240810,Natal,RN,11,0,0,0,HOSPITAL ESPECIALIZADO,SOCIEDADE EMPRESARIA LIMITADA
2380455,241380,Taboleiro Grande,RN,10,10,0,0,UNIDADE MISTA,MUNICIPIO
2380463,240810,Natal,RN,18,14,28,18,HOSPITAL GERAL,SOCIEDADE EMPRESARIA LIMITADA
2380528,240700,Luís Gomes,RN,24,24,0,0,HOSPITAL GERAL,MUNICIPIO
2380625,240330,Encanto,RN,18,18,0,0,UNIDADE MISTA,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL
2380633,241360,Severiano Melo,RN,15,15,0,0,UNIDADE MISTA,MUNICIPIO
2380706,240320,Doutor Severiano,RN,12,12,0,0,HOSPITAL GERAL,MUNICIPIO
2380846,240400,Frutuoso Gomes,RN,24,24,0,0,UNIDADE MISTA,MUNICIPIO
2380862,240290,Coronel João Pessoa,RN,6,6,0,0,UNIDADE MISTA,MUNICIPIO
2380897,241070,Riacho da Cruz,RN,15,15,0,0,UNIDADE MISTA,MUNICIPIO
2380986,241000,Pilões,RN,7,7,0,0,UNIDADE MISTA,MUNICIPIO
2381109,240860,Paraná,RN,6,6,0,0,UNIDADE MISTA,MUNICIPIO
